descripcion_procesada_es,fuente,cluster,sentimiento,frame,subtopico
haga recorrido pie traves fiscal corridor aprenda historias dioses nuestra gran mayan culture 1 diosa ixchel diosa luna 2 kukulkan serpiente emplumada 3 chaac dios lluvia unase nosotros encantador traves fiscal corridor conectese corazon nuestro patrimonio cultural here begins gods culture,post,5,NEU,NEUTRAL,-1
descubre inicio percerte oportunidad cappo momento perfecto junto iconnico letrero ciudad listo sumergrte magia mexicana esperamos qui in ici icon nico s,post,5,NEU,OPORTUNIDAD,-1
planet rio yook ol kaab estrellas brillan cielo tambien pantalla grande acompananos vivir grandes peliculas lengua perder pel is chill,post,5,POS,NEUTRAL,-1
barriga llena corazon contento descubre sabores barrio magic o tiene ti fb almina desa yuna s bros o,post,8,NEU,NEUTRAL,-1
pajaros cantan utima melodia refugian ramas arboles espera spectaculo natural vivir atardecer go tarde cer,post,1,NEU,NEUTRAL,-1
ganas comer sabroso pierdas oportunidad probar deliciosa tradicional comida mexicana disfruta unos ricos panuchos unas enchiladas sabores autenicos go gas trono mia sabor local,post,8,NEU,OPORTUNIDAD,-1
celebre amor amistad tranquila valentines day deje pasado historico ciudad vibrante inspire conexion descubrimiento etiquete valentin amante planifique escape go valentines day 2024 romance v day,post,5,NEU,NEUTRAL,-1
hay conectar naturaleza siente brisa deja sentidos llenen energia positiva esperamos brazos abiertos gonm go iso rel ajac ion play,post,2,NEU,NEUTRAL,-1
descubre encanto unico centro historic o primer barrio magico sumergete magia calles deliciosa gastronomia autenticidad gente fusionan experiencia inolvidable atribuye vivir planea hoy go arte barrio magic o,post,9,NEU,NEUTRAL,-1
descubre mistico mundo ceiba arbol sagrado mayas museo dela conocer conexion entre inframundo cielo representante raices traspasan plano terrestre viaja traves vive esencia maya go museo,post,5,NEU,NEUTRAL,-1
pierdas espectaculo ofrece cielo noche colores mezclan entre nubes creando postal unica e inolvidable disfruta regalo naturaleza go sunsets sky love,post,2,NEU,NEUTRAL,-1
levantate brilla calderitas ya sea anhele deportes acuaticos simplemente quiera empaparse tranquilidad refugio planifique escape ahora deje desarrolle magia go sunrise serenity escape to,post,3,NEU,NEUTRAL,-1
sabias explicada bandera primer monumento construyo cuenta enorme obelisco relaj ladas pares par aguilas doradas flanquean pedestal sobre levanta escultura alusiva defensa patria simplemento imperdible planea conocerlo boulevard ex plan ada bandera,post,6,POS,RESPONSABILIDAD,-1
viva experiencia unica megas noche increible pieza llena colores proyecciones hacen sonar experimenta go show nightlife,post,5,NEU,NEUTRAL,-1
museo maya abrio puertas hace 29 anos 8 habitaciones llenas autenticas obras arte reproducciones museo ventana ciencia tecnologia cosmovision pierdas oportunidad aprender sobre fascinante civilizacion go culture art mayan culture,post,5,NEU,OPORTUNIDAD,-1
despierta sentidos amanece sinfonia colores sobre acompana magia naturaleza esperamos vivir espectaculo juntos go man ece iso,post,5,NEU,NEUTRAL,-1
planetario cosmovisio maya espacio acerca astronomia inspirara pensar forma createva podras ver cielo observatorio aprender sobre asombrosa maya pierdas oportunidad vivir experimencia unica educata go astron omi ex plo racion,post,5,NEU,OPORTUNIDAD,-1
escapa tranquilidad ordinaria abraza deja ondas suaves danen mientras relajas junto planifique retiro junto ahora descubra refugio tranquilo espera calderitas go beach escape seaside memories,post,2,NEU,NEUTRAL,-1
inicia tambien nuevo ano conocer barrio magico capital puerta entrada disfruta gran museo maya sitios arqueologicos sin pecado actividades culturales sin olvidarnos deliciosa gastronomia vive 2024 magia go,post,5,POS,NEUTRAL,-1
recap 2023 ano naturaleza deslumbrante joyas oculas herencia maya puerta sur invitamos explorarlo 2024 2024,post,5,NEU,NEUTRAL,-1
hay heno mejor manera cerrar ano dosis sol diversion acuatica diviertete explorando aguas disfruta paisaje injusto espera decir adios 2023 go ultima s aventura s diversion,post,2,NEU,NEUTRAL,-1
reso luci ones 2024 9 pase pasado atravesando tiempo magnifico sitio arqueologico descubierto familia maya local 1946 cha c cho ben,post,5,NEU,NEUTRAL,-1
explorando gemas ocultas oxtankah obligada descubre absorbe sol crea recuerdos duraran toda vida,post,5,NEU,NEUTRAL,-1
sumergete sensacion mariscos capturas frescas vibraciones costeras bebidas tropicales esperan sabias refugio mariscos preparate probar felicidad culinaria costera go flavors tropical bites,post,8,NEU,NEUTRAL,-1
descubre mega escultura prensionantes 50 metro alto obra arte hierro concreto espera construccion 13 anos vale pena explorar sayda otapa go ex plo racion,post,5,NEU,NEUTRAL,-1
explorando maya traves puerta perfecta conmigo tiktok lagunadebacalar,post,5,NEU,NEUTRAL,-1
fecha vuelta preciosa playa puerta iso nombre le hace justicia disfruta arena calientita sombra refrescante palmeras conectar naturaleza go so ly ex plo racion,post,2,NEU,NEUTRAL,-1
fe entelazan mosaico devocion celebracion virgen guadalupe morenita tepeyac trasciende cotidiano transformando nuestras calles tapiz colores sonidos cantos gratitud esperanza invitamos conocer reel sumergirte atmosfera unidad celebracion nacional virgen guadalupe fey tr adic ion mexicana,post,5,NEU,NEUTRAL,-1
tierra atardeceres roban aliento quien necesita filtros cuando naturaleza regala estos colores descubrelo ti mismo go tarde ceres natural eza,post,0,NEU,NEUTRAL,-1
hora disfrutar spa mx deja ir estres abraza tranquilidad mereces sesion mimos mx go spa bliss wellness,post,2,NEU,NEUTRAL,-1
descansar desintoxicar sesion tradicional temazcal deje ritual maya guie sensacion profunda bienestar relajacion go maz cal rituals getaway,post,5,NEU,NEUTRAL,-1
acabo descubrir joya ocula rapidos sin duda mejor guacamole ciudad estoy bromeano estas zona debes probarlo festra boca,post,5,NEU,NEUTRAL,-1
adentrate corazon nuestra conoce secretos guardados asentamientos grandes e importantes sur expencia conectara nuurestras raices zona arqueologica dzibanche 1 hr 50 go tes oro historic o aventura antigua,post,9,POS,NEUTRAL,-1
siente vibraciones tropicales deja trabaje magia alma go seaside serenity life,post,2,NEU,NEUTRAL,-1
muchas destino turisstico aventura familiar descubrir preparense vivir magia ciudad crear recuerdos inolvidables juntos familia aventura s jun to s,post,9,NEU,NEUTRAL,-1
explorando fascinantes maravillas submarinas inmersion vez underwater magic dive deep,post,9,NEU,NEUTRAL,-1
vida sabrosa toque pina buen ambiente jalan brindis v castro sabor no margarita tropical,post,8,NEU,NEUTRAL,-1
empaca maletas dispuso explorar cautivadora ciudad ya sea impresionantes playas rica deliciosa cocina tiene todo getaway inspiration,post,8,NEU,NEUTRAL,-1
explorando cautivadoras exhibiciones artefacto susurra historias antigua civilizacion maya rico tapiz desarrolla ante nuestros ojos museo maya civilization culture unveiled,post,9,NEU,NEUTRAL,-1
quien necesita desesperador cuando tienes amanecer desespertarte man ecce r iso,post,6,NEU,NEUTRAL,-1
amigos lanchita lista diversion dejen brisa les acaricie rostro mientras alejan rutina sumergen espiritu libre aventura marina amigos,post,2,POS,NEUTRAL,-1
monumento alm est iz je ventana pasado perder descubre culturas entelazaron formar esencia unico viva historic o,post,9,NEU,NEUTRAL,-1
caminar boulevard bajo cielo nocturno entrar sueno vivalo mismo perfect nights midnight magic,post,4,NEU,NEUTRAL,-1
preparese embarcarse magico traves cautivadoras calles natural entrelazan paso exploremos juntos adventures discover,post,9,NEU,NEUTRAL,-1
hay algo mejor empezar unos hotcakes doraditos cafe delicioso alimentan cuserpo sino tambien espiritu dejate consentir desayuno hecho amor say feliz more nca da boca do,post,8,NEU,NEUTRAL,-1
ubicado extremo sur comienza increible,post,1,NEU,NEUTRAL,-1
esquites son amado street food hecho corn kernels deliciosamente tiernos tipicamente cocinadas sabrosa mix of spices butter mayonnaise son ultima explosion sabores bocado gusta agregar esqu it gastronomy,post,8,NEU,NEUTRAL,-1
capturo hermosa puesta sol far ode pie contexto cielos azules faro faro simbolo maritima faro encanto costero culture,post,1,NEU,NEUTRAL,-1
siga viajera hermoso pueblo carl der it puede encontrar algunas mejores opciones gastronomia eleccion fue gastronomy calder it,post,8,NEU,NEUTRAL,-1
alli bulliciosa ciudad laguna milagro s verdadera maravilla espera ser revelada oasis sereno naturaleza toma centro escenario rema traves tranquilas aguas sintiendo suave abrazo natura escucha melodia vida local birdlife wellness,post,3,NEU,NEUTRAL,-1
recrocede tiempo mientras paseas antiguas maravillas ox tanka h susurros maya aun resuenan aire r,post,9,NEU,NEUTRAL,-1
primera vez 30 anos presencio magico eclipse solar guiados energia fusion entre sol luna poder maya experimentalamos reinicio mental espiritual magica region lograste ver acontecimento unico vida comparte experimentias fotos nosotros kohunlich 1h solar eclipse vitor camacho,post,5,NEU,NEUTRAL,-1
bike largo boulevard turno ofrece nueva vista olvides parar admirar monumentos intrincadamente disenados alinean camino bike adventures boulevard scenic rides,post,4,NEU,NEUTRAL,-1
escondido tranquilo abrazo bay encuentra gema escondida espera ser explorada isla tamalcab visite abrazar ubicacion inexplorada puede disfrutar momentos tranquilidad junto descubrir manglares ver naturaleza prospera forma pura is lat mal cab,post,3,NEG,NEUTRAL,-1
refugio apreciar riqueza natural eza compender importancia vital variados eco sistema s biouniverzoo represents parque eco logico nos brinda oportunidad unica encontrario flamencos tucanes monos dotra bio iver zoo s osten ibi li dad,post,3,NEU,OPORTUNIDAD,-1
sip sabe bay bocados aperitivos hasta seafood postre frescos encontrara seleccion increible disfrutar vista gastronomy,post,8,NEU,NEUTRAL,-1
puesta sol pinta pero estan boulevard son obras maestras agarra seres queridos encuentre ese perfecto largo bulevar deja lienzo naturaleza retire,post,4,NEU,NEUTRAL,-1
corazon thestore cautivara mundo tesoros esperando ser descubiertos productos artesanales tradicionales celeban rico patrimonio hasta recuerdos capturan espiritu vije paraiso todas cosas unicas rastro comp ras recuerdos,post,9,NEU,NEUTRAL,-1
descubren raices civilizacion museo dela dice siente explore experiencia imersiva traves artefactos van ceramica cotidiana hasta tallas glifos detallados,post,9,NEU,NEUTRAL,-1
magia ox tanka h transporte otra epoca descubras pasado nuestra herencia maya invitamos explorar tesoro arqueologico 16 kms mx,post,5,NEU,NEUTRAL,-1
empieza comienzan aventuras echa correr hacia emocion diversion punto partida hermoso pais vieje comienza corazon meicico delatorre,post,9,NEU,NEUTRAL,-1
deja mu elle fiscal lleve descubrimiento corazon naturaleza descubre encanto joya costera invita explorar manera unica,post,9,NEU,NEUTRAL,-1
elm an anti oasis natural asueno aa 45 tras recorrer pintoresco camino 30 km llegaras magico poblado ramon sigue senales adentrate camino terraceria conducira puerta balneario paradisiaco pozas naturales agua cristalina viajera gran balne rio iso natural,post,3,NEU,NEUTRAL,-1
90 kilomanos ubicada laguna chaka nba kan nombre proveniente lengua maya significan rodeado sabana espacio podras natural realiar paso kayak disfrutar avistamiento cocodrilos moreletti especies cocodrilos habitan eres amante cocodrilos tienes venir hdz coco dr ilo more let ti coco dr i lag unc akan bak an,post,3,NEU,NEUTRAL,-1
faltan palabras describir cenote taj mahal taj maha dejara asombarte veras luz sol cola hacia interior cenote expedicion sera otro mundo ona excelente opcion buzos experimentia quieren dejarse llevar entre laberinto tuneles enormes camaras cuevas conectadas sin duda inmersion desafiante 3 horas 53 taj mahal cenotes,post,5,POS,NEUTRAL,-1
sureste encontaras calder it rincon escondido hay brindara playas azul turques rica sino tambien autenica gastronomia esperar prometemos querras regresar 16 calder it,post,9,NEU,NEUTRAL,-1
alla empresas paisajes joya escondida sirve portal destinos xc lak ofrecera experiencia serena authesnica tiene ofrecer mostramos razones sea destino propymo,post,9,NEU,NEUTRAL,-1
sumergete aventura cenote cocodrilo dorado kayak hasta ciclismo montana invitacion experimentar relajese desafie limites eleccion suya explore inexplorados c pt q cenote,post,3,NEU,NEUTRAL,-1
tiene visitado laguna gue rer o extendida casi 8 km laguna santuario vida silvestre rodada aves peces garzas exuberantes manglares perfecto capitrar fotografias asombrosas,post,3,NEU,NEUTRAL,-1
todos 07 septiembre celebra nacional man at i sabias octubre 1996 declaro santuario fascinante especie aproximadamete 90 poblacia total manaties encuentra zona natural costas estado son gran importia preservacion bello boulevard podras visitar fuente l man at i tumarte fotos monunmo manatias conformado cinco ejemplares tierna especcion ademas fuentes juego luces tienes suerte podras divisarlos aguas dandole toque magico man at i c pt q,post,3,NEU,NEUTRAL,-1
viaja tiempo riqueza natural e historica conteara historias epocas pasadas teducira ingresos sitio sar o logico s desliza conocelos 31 ox tanka h 1 hor d zi ban che koh lich c in ich na promete aventura vije to dover no,post,9,NEU,NEUTRAL,-1
uncho escudo paraiso disfrutar unos dias orilla aguas cristalinas hacer kayak ritmo brisa apreciar cielo pintandose tarde cer veces unico necesitas paz brinda natural eza hospedte escape paraiso disfrute unos dias orillas aguas cristalinas kayaking ritmo veces todo necesitas paz da quedarte 41 laguna milagro s,post,3,NEU,NEUTRAL,-1
deleitate sabores locales hospitalidad nuestra gente apetitosa frescura nuestros platillos haran experimencia alimentara todos sentidos deleitarse sabores locales hospitalidad nuestra gente apetitosa frescura nuestros platos hara sea experiencia nutrira todos sentidos,post,8,NEU,NEUTRAL,-1
paraiso natural escondido sur ribera uct imperdible paraiso natural oculto sur costas vegetacion tropical proporciona hermosos colores entornos rau dales intimo corriente laguna fluye hacia imperdible 36 gue guerrero alisan n,post,3,NEU,NEUTRAL,-1
volando sobre claridad cielo fusiona perfecto azul forma tan increible hacer kayak sobre suave oleaje sentiras flotas entre nubes aventura cielo limite volando sobre claridad cielo fusiona azul perfecto manera tan increible cuando kayak sobre suaves olas sentiras estas flotando traves nubes aventura cielo limite 16 calder it,post,0,NEU,NEUTRAL,-1
sececores mejor guardados calderitas fascino toma tour lancha quedaras sin palabras secretos mejor guardados calder it fascino haz recorrido barco quedaras sin palabras,post,6,NEU,NEUTRAL,-1
cielo incigualable tonos puesta sol forma tiene naturaleza decirnos finales tambien pueden ser bellos mejor forma terminar contemplar hermososo tarde ctor obvio amerita gran sonrisa cielo tonos incomparables sol hundiendose horizonte forma decirnos naturaleza decirnos finales tambien pueden ser hermosos mejor manera terminar contemplar hermoso sunset obviamente garantiza gran sonrisa roni sun,post,0,NEG,NEUTRAL,-1
algun punto entre cielo existe escenario inolvidable descubriras pasear quienes conocen arte contemplar entperan placer disfrutar naturaleza rodea colorea momento hijo verde azul algun entre cielo hay entorno inolvidable descubrira mientras pasea aquellos conocen arte contemplacion comprenderan placer disfrutar naturaleza rodea imagine ese momento colorido verde azul,post,0,NEU,NEUTRAL,-1
encantadora ciudad caspa tiene cuya natural dejara huella imborrable alma desliza descubrirros 1 pasa 2minta playa 3 pasaje reserva biosfera sian ka an 4minte cenote cocodrilo dorado 5minta isla tamalcab explorar cadada rincon encantadora ciudad costera cuya natural dejara marca indeleble alma slipe descubrirlos 1 pase lagoon 2 pase beach 3minta reserva biosfera sian ka an 4 cocodrilo dorado cenote 5 pasamento isla tamalcab explore todos rincones grietas,post,3,NEU,NEUTRAL,-1
explora suena descubre sonrie nada compara felicidad unas pueden dar cuentes dias haz dias cuenten espera vivirlos maximo explora suena descubre sonrie nada compara felicidad puede darle cuentes dias haz dias cuenten esperando disfrutes maximo,post,0,NEU,NEUTRAL,-1
senueno estaras rodeado abundante vegetacia orilla brisa tropical refrescara calidos momentos vivas sur diviertete grande paraina tiene ofrecte sueno estaras rodeado exuberante vegetacion costas brisa tropical enfriara calidos momentos vives sur diviertete paraiso tiene ofrecer m exico,post,2,POS,NEUTRAL,-1
