indice,clip_original,clip_procesado,clip_longitud_original,clip_longitud_procesada,instagram_original,instagram_procesado,instagram_longitud_original,instagram_longitud_procesada,instagram_hashtags,instagram_hashtags_procesados,instagram_menciones,instagram_emojis
10,"a group of people on stage, folklorico, danza azteca dancers, girl in white dress dancing, mexican folklore, community celebration, tlaquepaque, diverse costumes, dance scene, people dancing in background, vivide colors, guanajuato, dancers, mexico, line dancing at a party, people dancing, outdoors mesa setting, salsa dancing",group people stage folklorico danza azteca dancers girl dress dancing mexican folklore community celebration tlaquepaque diverse costumes dance scene people dancing vivide colors guanajuato dancers mexico line dancing party people dancing outdoors mesa setting salsa dancing,327,274,"Caminar por el centro de #Mérida es un deleite visual para todos aquellos entusiastas de la arquitectura, los colores vibrantes y la  historia. ??

-
Walking through the center of #Mérida is a visual delight for all those enthusiasts of architecture, vibrant colors and history. ??

??: @alfredogarciamezo 

#VisitMéridaMx",caminar centro deleite visual aquellos entusiastas arquitectura colores vibrantes historia through the center visual delight for all those enthusiasts architecture vibrant colors and history rida rida visit rida,322,211,"['Mérida', 'Mérida', 'VisitMéridaMx']","['rida', 'rida', 'visit', 'rida']",['alfredogarciamezo'],[]
11,"a woman standing in front of a pyramid, ancient megastructure pyramid, giant tomb structures, ancient pyramid, pyramid surrounded with greenery, lost world pyramid, monumental giant palace, giant aztec spaceship, mayan priestess, maya temples, ancient ruins behind her, pyramid, pyramid background, pyramid in background, pyramid portal, aztec architecture, aztec princess fights barbarians",woman standing front pyramid ancient megastructure pyramid giant tomb structures ancient pyramid pyramid surrounded greenery lost world pyramid monumental giant palace giant aztec spaceship mayan priestess maya temples ancient ruins behind pyramid pyramid pyramid pyramid portal aztec architecture aztec princess fights barbarians,390,330,"Hoy es #DíaNacionaldelChef ?????
Esta es una fecha de apreciación hacia la pasión, creatividad y paciencia que proviene de dicha profesión, responsable de preparar magia transformada en sazón y representada en diferentes tipos de platillos. 
¡Gracias a todas las y los chefs de México por tantas exquisiteces! ?

Today is #NationalChefDay ?????
This is a date of appreciation for the passion, creativity and patience that comes from this profession, responsible for preparing magic transformed into flavor and represented in different types of dishes.
Thanks to all the chefs at ???? for so many delicacies! ?",hoy fecha apreciación hacia pasión creatividad paciencia proviene dicha profesión responsable preparar magia transformada sazón representada diferentes tipos platillos todas chefs méxico tantas exquisiteces today this date appreciation for the passion creativity and patience that comes from this profession responsible for preparing magic transformed into flavor and represented different types all the chefs for many delicacies nacionaldel chef national chef day,609,464,"['DíaNacionaldelChef', 'NationalChefDay']","['nacionaldel', 'chef', 'national', 'chef', 'day']",[],[]
12,"a couple of people standing in front of a building, south beach colors, cuban setting, atmospheric red lighting, cinematic and dramatic red light, miami heat colors, photo taken with ektachrome, downtown mexico, pink and red colors, pink lighting, turquoise and pink lighting, orange and red lighting, dramatic pink light, clock tower, in a city with a rich history",couple people standing front building south beach colors cuban setting atmospheric lighting cinematic dramatic light miami heat colors taken ektachrome downtown mexico pink colors pink lighting turquoise pink lighting orange lighting dramatic pink light clock tower city rich history,365,283,"Bella estampa del #InteriorDelEstado: Pencas de henequén recolectadas y en espera de ser procesadas. ??
-
Beautiful picture of the #InteriorDelEstado: Henequen leaves collected and waiting to be processed.

??: @57yearsatraveler",bella estampa pencas henequén recolectadas espera ser procesadas the henequen leaves collected and waiting interior interior,228,124,"['InteriorDelEstado', 'InteriorDelEstado']","['interior', 'interior']",['57yearsatraveler'],[]
13,"a man is on a high wire, aerial spaces, hanging rope, flying through the sky, belaying, flying through the air, flying in the air, flying in the sky, digger land amusement park, flying into the sky, flying through sky, skycrapers, flitting around in the sky, soaring through the sky, riding in the sky",man high wire aerial spaces hanging rope flying sky belaying flying air flying air flying sky digger land amusement park flying sky flying sky skycrapers flitting around sky soaring sky riding sky,301,196,"¡Feliz cumpleaños a nuestra #Mérida linda y querida! ??. 

Sigamos festejando el 482 aniversario de la Ciudad en el #MéridaFest2024!

??Del 5 al 24 de enero, disfruta de eventos de música, teatro, danza, cine, literatura, artes visuales y más.

??Consulta la cartelera en www.merida.gob.mx/meridafest 

-
Happy birthday to our beautiful and dear #Mérida! ??. 

Lets continue celebrating the 482nd anniversary of the City at #MéridaFest2024!

??From January 5 to 24, enjoy music, theater, dance, film, literature, visual arts events and more.

??Check the program at www.merida.gob.mx/meridafest

#VisitMéridaMx",cumpleaños linda querida sigamos festejando aniversario ciudad enero disfruta eventos música teatro danza cine literatura artes visuales consulta cartelera birthday our beautiful and dear lets continue celebrating the anniversary the city from january enjoy music theater dance film literature visual arts events and check the program rida rida fest rida rida fest visit rida,611,375,"['Mérida', 'MéridaFest2024', 'Mérida', 'MéridaFest2024', 'VisitMéridaMx']","['rida', 'rida', 'fest', 'rida', 'rida', 'fest', 'visit', 'rida']",[],[]
14,"a group of people standing on a balcony at night, tlaquepaque, city of armenia quindio, an opulent favela environment, downtown mexico, the empressâ swirling gardens, plaza, location ( favela ), cuban setting, amusement park buildings, brightly lit - style atmosphere, dorne, bispo do rosario",group people standing balcony night tlaquepaque city armenia quindio opulent favela environment downtown mexico empressâ swirling gardens plaza location favela cuban setting amusement park buildings brightly lit style atmosphere dorne bispo rosario,294,248,"¡Feliz Año Nuevo! ??, de parte de todo el equipo de Visit Mérida Mx.

A brindar por un 2024 lleno de nuevas aventuras ¡y muchos viajes en Mérida, en México y el ??! 

???

-
Happy new year! ??, on behalf of the entire Visit Mérida Mx team.

Lets toast to a 2024 full of new adventures and many trips in Mérida, Mexico and the ??!

???

#VisitMéridaMx",año nuevo parte equipo visit mérida brindar lleno nuevas aventuras viajes mérida méxico new year behalf the entire visit mérida toast full new adventures and many trips mérida mexico and the visit rida,351,201,['VisitMéridaMx'],"['visit', 'rida']",[],[]
15,"a pink building with a sign that says ' welcome ', the walls are pink, fuchsia and blue, bold colored walls, vibrant chromatic colors, kinemacolor, pink and red colors, chroma, magenta colours, vivide colors, chromatic colors, chroma color, (pink colors), by Rodolfo Escalera, fuchsia, trichromatic colors",pink building sign says welcome walls pink fuchsia bold colored walls vibrant chromatic colors kinemacolor pink colors chroma magenta colours vivide colors chromatic colors chroma pink colors rodolfo escalera fuchsia trichromatic colors,305,236,"Pasear en Mérida de noche ?? es como:
-
Walking in Mérida at night ?? be like:

??: @irbi.ch 

#VisitMéridaMx",pasear mérida noche mérida night visit rida,109,43,['VisitMéridaMx'],"['visit', 'rida']",['irbi.ch'],[]
16,"a plate of food with a bunch of greens, 4k food photography, 4 k food photography, ivy vine leaf and flower top, food photography 4 k, food particles, styled food photography, close up food photography, professional food photography, with sparkling gems on top, award winning food photo, basil leaves instead of leaves, green vines, mint leaves, food styling",plate food bunch greens food photography food photography ivy vine leaf flower top food photography food particles styled food photography close food photography professional food photography sparkling gems top award winning food basil leaves instead leaves vines mint leaves food styling,358,288,"?? ¡Felices Fiestas, Mérida! ?? 

Pasa una velada serena explorando la ciudad, mientras admiras la luminosidad festiva que adorna las calles en esta temporada especial.

-
?? Happy Holidays, Mérida! ?? 

Spend a serene evening exploring the city, while admiring the festive luminosity that adorns the streets in this special season.

#VisitMéridaMx",fiestas mérida pasa velada serena explorando ciudad mientras admiras luminosidad festiva adorna calles temporada happy holidays mérida spend serene evening exploring the city while admiring the festive luminosity that adorns the streets this special season visit rida,348,267,['VisitMéridaMx'],"['visit', 'rida']",[],[]
17,"a plate with three tacos and a green apple, cinemÃ¡tica, gastronomica magazine, mucha : :, tacos, chilaquiles, maher morcos, delicious food, pulled pork sandwich, postcard, breakfast at las pozas, mucha |, true love, by Milton Menasco, food blog, taco, by Kahlo, on a canva, mulato",plate three tacos apple cinemática gastronomica magazine mucha tacos chilaquiles maher morcos delicious food pulled pork sandwich postcard breakfast las pozas mucha true love milton menasco food blog taco kahlo canva mulato,281,223,"¡La temporada más bonita para descubrir la cara más iluminada de #Mérida! ??? 

Aprovecha esta época navideña para caminar por la ciudad y gozar del fresco clima que arropa a estas festividades.
-
The most beautiful season to discover the most illuminated side of #Mérida! ???

Seize this Christmas season to walk around the city and enjoy the fresh weather that surrounds these festivities.

#VisitMéridaMx",temporada bonita descubrir cara iluminada aprovecha época navideña caminar ciudad gozar fresco clima arropa most beautiful season discover the most illuminated side seize this christmas season walk around the city and enjoy the fresh weather that surrounds these festivities rida rida visit rida,407,295,"['Mérida', 'Mérida', 'VisitMéridaMx']","['rida', 'rida', 'visit', 'rida']",[],[]
18,"a large building with a clock on the front, neoclassical architecture, pink marble building, neo classical architecture, neoclassical style, by Maria Oriana Galli Bibiena, rococo architecture, ornate turkic palace background, stunning grand architecture, detailed classical architecture, by Alessandro Galli Bibiena, classical architecture, royal palace, italian renaissance architecture",large building clock front neoclassical architecture pink marble building neo classical architecture neoclassical style maria oriana galli bibiena rococo architecture ornate turkic palace stunning grand architecture detailed classical architecture alessandro galli bibiena classical architecture royal palace italian renaissance architecture,387,341,"?? Desliza para ver una Mérida más brillante y navideña. ????

-
Swipe to see a more Christmassy and shiny Merida. ????

?? Parque Col. México
?? Paseo de Montejo
?? Remate Paseo de Montejo

#VisitMéridaMx",ver mérida brillante navideña see more christmassy and shiny merida parque col méxico paseo montejo remate paseo montejo visit rida,205,131,['VisitMéridaMx'],"['visit', 'rida']",[],[]
19,"a woman walking down a sidewalk in front of a white building, museum background, white marble walls, inspired by Anna Maria Barbara Abesch, palace background, colonial style, neoclassic, ancient garden behind her, the empressâ swirling gardens, wearing white sneakers, parks and gardens, stucco walls, long skirt, wide leg hakama trousers, neoclassical style",woman walking sidewalk front building museum marble walls inspired anna maria barbara abesch palace colonial style neoclassic ancient garden behind empressâ swirling gardens sneakers parks gardens stucco walls long skirt wide leg hakama trousers neoclassical style,360,264,"¡Buenas tardes, Mérida! ??
-
Good afternoon, Mérida! ??

??: @sammyenelmapa",tardes mérida afternoon mérida,75,30,[],[],['sammyenelmapa'],[]
20,"a group of people on stage with a quote that reads, ' la est est entrea entre, musical, on a canva, canva, by May de Montravel Edwardes, inspired by Araceli Gilbert, masqua, alegria, promotional poster, trending on artsation, alegria style, romance fantasy movie, folklorico",group people stage quote reads est est entrea entre musical canva canva may montravel edwardes inspired araceli gilbert masqua alegria promotional poster trending artsation alegria style romance fantasy movie folklorico,274,219,"A todas las y los entusiastas de la comida regional, música, danza y cultura

¡Gracias por asistir y pasar un rato ameno!

PD: Te ?? mucho como un panucho.

-

To all enthusiasts of regional food, music, dance and culture...

Thank you for attending and having a fun time!

PS: I ?? you very much like a panucho.

#FeriadelPanucho2023 #NocheBlanca2023",todas entusiastas comida regional música danza asistir pasar rato ameno all enthusiasts regional food music dance and culture thank you for attending and having fun time you very much panucho feriadel panucho noche blanca,352,221,"['FeriadelPanucho2023', 'NocheBlanca2023']","['feriadel', 'panucho', 'noche', 'blanca']",[],[]
21,"a tree in front of a white building, houses with faces, trees with faces, huge surprised eyes, tentacles growing from its face, pareidolia, octopus face, eyeballs in the walls, surprised frown, big human faces everywhere, ghost faces, haunted and sad expression, happy smiling human eyes, surprised pikachu, the witness, screaming face",tree front building houses faces trees faces huge surprised eyes tentacles growing face pareidolia octopus face eyeballs walls surprised frown big human faces everywhere ghost faces haunted sad expression happy smiling human eyes surprised pikachu witness screaming face,335,270,"Plan de domingo ??: Pasear por #Izamal mientras saboreas una marquesita.

-
Sunday plan ??: Walk through #Izamal while savoring a marquesita.

??: Izamal, 55 m. de/from #Mérida. ??: issaplancarte",plan domingo pasear mientras saboreas plan walk through while savoring izamal from issaplancarte izamal izamal rida,195,115,"['Izamal', 'Izamal', 'Mérida']","['izamal', 'izamal', 'rida']",[],[]
22,"a crowd of people sitting in chairs watching a man on stage, community celebration, mission arts environment, live concert, concert, covered outdoor stage, parks and public space, music in the air, focus on the musicians, music festival, rock concert, in front of a large crowd, bustling with people, people enjoying the show, summer festival night, facing to audience",crowd people sitting chairs watching man stage community celebration mission arts environment concert concert covered outdoor stage parks public space music air focus musicians music festival rock concert front large crowd bustling people people enjoying summer festival night facing audience,368,292,"El Palacio de Gobierno es un edificio testigo de años de historia y arte. ¡Encuentra parte de la hermosa obra de Fernando Castro Pacheco en su interior! 

-

The Government Palace is a building that bears witness to years of history and art. Find part of the beautiful work of Fernando Castro Pacheco inside!

??: @ooodoriii 

#VisitMéridaMx",palacio gobierno edificio testigo años historia arte parte hermosa obra fernando castro pacheco interior government palace building that bears witness years history and art find part the beautiful work fernando castro pacheco inside visit rida,341,243,['VisitMéridaMx'],"['visit', 'rida']",['ooodoriii'],[]
23,"a bird is perched on a plant, farm background, tall corn in the foreground, farm field background, pumpkin farm background, farms, idyllic and fruitful land, rows of lush crops, banana trees, corn on a cob everywhere, detailed fields nature, corn, permaculture, farm, blue sky and green grassland, field background, farm land, tall plants",bird perched plant farm tall corn farm field pumpkin farm farms idyllic fruitful land rows lush crops banana trees corn cob everywhere detailed fields nature corn permaculture farm sky grassland field farm land tall plants,338,222,"Mérida, la rutilante?

¡Descubre más acerca de sus rincones y paletas de colores aquí! ?? www.visitmerida.mx

-
Merida, the sparkling one?

Discover more about its corners and color palettes here! ??www.visitmerida.mx

??: @jovana_kvrzic",mérida rutilante acerca rincones paletas colores aquí the sparkling one discover more about its corners and palettes here,237,121,[],[],['jovana_kvrzic'],[]
24,"a woman is working on a red piece of fabric, swirling red-colored silk fabric, red silk flowing fabric, red fabric, red torn fabric, one of the weavers of destiny, flowing blood-red colored silk, red-fabric, intricate embroidery, red ribbon, red mesh in the facede, vietnamese woman, red flesh strings",woman working piece fabric swirling silk fabric silk flowing fabric fabric torn fabric one weavers destiny flowing colored silk intricate embroidery ribbon mesh facede vietnamese woman flesh strings,301,198,"El ?? del Barrio de la Ermita y el sabor de Yucatán te esperan en la 4tª edición de la Feria del Panucho! ??

Este 24 de noviembre, en el marco de la #NocheBlanca?? ¡ven a disfrutar de un festín repleto de panuchos! En la feria encontrarás más de 30 puestos con panuchos para todos los gustos y paladares.

??: Viernes 24 de noviembre
?: 19.00 horas
?? Barrio Mágico de la Ermita

¡Los mejores antojitos de la región están por llegar, en la noche más vibrante de todas!

-
The ?? of the Barrio de la Ermita and the flavor of Yucatán await you at the 4th edition of the Feria del Panucho! ??

This November 24, as part of #NocheBlanca??, come and enjoy a feast full of panuchos! At the festival you'll find more than 30 stalls with panuchos for all tastes and palates.

The best antojitos in the region are about to arrive on the most dynamic night of all, expect them soon!

??: Friday, November 24
?: 7:00 p.m.
?? Barrio Mágico de la Ermita

The best antojitos in the region are about to arrive on the most vibrant night of all!

#VisitMéridaMx",barrio ermita sabor yucatán esperan edición feria panucho noviembre marco disfrutar festín repleto panuchos feria encontrarás puestos panuchos gustos viernes noviembre horas barrio mágico mejores antojitos región llegar noche vibrante todas the barrio ermita and the flavor yucatán await you the edition the feria panucho this november part come and enjoy feast full panuchos the festival you find more than stalls with panuchos for all tastes and best antojitos the region are about arrive the most dynamic night all expect them soon friday november barrio mágico ermitathe best antojitos the region are about arrive the most vibrant night all noche blanca noche blanca visit rida,1045,681,"['NocheBlanca', 'NocheBlanca', 'VisitMéridaMx']","['noche', 'blanca', 'noche', 'blanca', 'visit', 'rida']",[],[]
