indice,clip_original,clip_procesado,clip_longitud_original,clip_longitud_procesada,instagram_original,instagram_procesado,instagram_longitud_original,instagram_longitud_procesada,instagram_hashtags,instagram_hashtags_procesados,instagram_menciones,instagram_emojis
10,"a yellow mug with a scoop of ice cream, cappuccino, small hipster coffee shop, cup of coffee, morning coffee, ko-fi, milk and mocha style, celebration of coffee products, coffee shop, hot coffee, enjoying coffee at a coffee shop, hot cocoa drink, coffee, with a white mug, steaming coffee, espresso machine, in a bright cafe",taza amarillo cucharada helado capuchino pequeño cafetería hipster taza café café mañana leche estilo moca celebración producto café cafetería café caliente disfrutar café cafetería bebido cacao caliente café taza blanco café vapor,324,231,"Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @almacen42",visita monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,286,238,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['almacen42'],[]
11,"a stone bench with graffiti written on it, by Dr. Atl, by Altichiero, mucha : :, city of armenia quindio, by May de Montravel Edwardes, rough wooden fence, mucha |, by Miltos Manetas, earthship, on a canva, wooden furniture, canva, teak table, by Chippy",banco piedra graffiti escrito atl altichiero muyis ciudad armenia quindio mayo montravel edwardes cerca madera bruto,253,116,"Cerró de la Silla
Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @efrencanela",cerrar sillavisit monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,306,249,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['efrencanela'],[]
12,"a bench sits on the side of a river, wide greenways, trees bent over the river, hiking trail, parks and lakes, trees bent over river, foot path, large path, in a park and next to a lake, walkway, a beautiful pathway in a forest, two crutches near bench, with trees and rivers, walking at the park, jc park",banco costado río vía verde ancho árbol doblado río sendero senderismo parque lagos árbol doblado río camino pie camino parque lago pasarela hermoso camino bosque muleta cerca banco árbol jinete caminar parque parque parque,305,223,"Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @darthpadilla",visita monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,289,238,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['darthpadilla'],[]
13,"a tall building with a lot of windows, tall obsidian architecture, futuristic tower, colossal tower, futuristic skyscraper, vertical architecture, tall building, futuristic sao paulo, photoralistic rendering, tall skyscraper, concept image, gothic-futurist architecture, sao paulo in the year 2 0 7 0, tall structures, rendering of checkmate, futuristic building",edificio alto ventana arquitectura obsidiana alto torre futurista torrir colosal rascacielos futurista arquitectura vertical edificio alto futurista sao paulo representación fotoralista rascacie él alto imagen conceptual arquitectura,362,233,"Home Sweet Home
Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @sultanesoficial",inicio dulce homevisit monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,308,254,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['sultanesoficial'],[]
14,"the city lights of cape town at night, mexico city, guanajuato, downtown mexico, city at night, city lights on the horizon, city twilight landscape, vibrant city lights, city lights, night city in the background, vista of a city at sunset, by Rodolfo Escalera, tenochtitlan, mexico, night - time city background",luz ciudad ciudad cabo noche ciudad méxico guanajuato centro méxico ciudad noche luz ciudad horizonte paisaje ciudad crepúscula vibrante luz ciudad luz ciudad ciudad nocturno fondo visto ciudad atardecer rodolfo escalera tenochtitlan méxico noche ciudad entorno ciudad ciudad ciudad entorno ciudad nocturno,311,306,"Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @carlogirodengo",visita monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,291,238,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['carlogirodengo'],[]
15,"a green background with the words ' jonad dejeo ', outdoors mesa setting, mesa, masqua, canva, black mesa, mega details, james webb, metaverses, mascular, on a canva, niea 7, live at lollapalooza, medium details, by Josefina Tanganelli Plana, by Milton Menasco, mate colors",fondo verde palabra jonad dejeo aire libre mesa setting mesa masqua canva mesa mega detalles james webb metaverses mascular canva niea lollapalooza detalles mediano josefina tanganelli milton menasco mate,273,204,"Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @dron.mty",visita monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,285,238,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['dron.mty'],[]
16,"a woman standing next to a gis, giraffes, sofie the giraffe, giraffe army, savana background, giraffe, bushveld background, animal world, park background, a beautiful woman with long, very tall and slender, the jungle at the background, giraffe standing on the rooftop, standing posture, very beautiful long slim legs, photo of slim girl, wildlife preservation",mujer pie sig jirafa sofie the giraffe giraffe army savana giraffe bushveld world animal world back mujer hermoso larga alto delgado jungla fondo jirafa pie azotea postura pie pierna larga hermosa niña delgado salvaje vida silvestre vida salvaje vida salvaje,360,258,"I will wait for you.
Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: rodtejeida",esperar visitar monterrey méxico rodtejeido monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,307,258,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",[],[]
17,"a river with rocks and trees in the background, zhangjiajie national forest park, gunma prefecture, zhangjiajie, wide angle river, chiba prefecture, aomori japan, karst landscape, karst landscape ; wide shot, korean countryside, mountains and rivers, of a river, winding rivers, green waters, gongbi",río roca árbol fondo parque forestal nacional zhangjiajie prefectura gunma zhangjiajie río angular prefectura chiba aomori japón paisaje karst paisaje karst disparo ancho campo coreano montaña río río río sinuoso agua verde gongbi,299,230,Tacos ?? Félix,taco félix,14,10,[],[],[],[]
18,"la boca, la boca, la boca, la boca, la boca, la boca, la boca,, plaza, capital plaza, c1970, 1 9 7 0, 1970, 1970s, 1 9 7 0 s, 1971, urban plaza, 1960s, 1 9 6 0 s",boca boca boca boca boca boca boca plaza capital plaza urban plaza,161,66,"Cola de Caballo
Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @tirafpv",cola caballovisit monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,300,249,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['tirafpv'],[]
19,"a view of a city with a mountain in the background, mexico city, mountains and sunset!!, mount doom, sun rises between two mountains, by Rodolfo Escalera, mexico, giant sun, a mountain look like a women, the sun is setting, volcano background, sun sunset, golden sunset, volcano in background, a yellow sun shining down, active volcano",vista ciudad montaña fondo ciudad méxico montaña puesta sol monte doom sol elevar montaña rodolfo escalera méxico sol gigante sol montaña mujer sol poner fondo volcán sol sol soldado dorado volcán fondo sol amarillo abajo activo volcano,335,236,"Visit Monterrey, México.
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel 
#follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @gabyguajardo",visita monterrey méxico monterrey monterreynl nuevoleon mexico explorer visitmonterrey followme ciudaddelasmontar wanderlust viajar traveling monterreymexico amomonterrey travel travelersnotebook travel pics mty nuevoleonmagico travelgram,289,238,"['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'Explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontañas', 'Wanderlust', 'viajar', 'Traveling', 'monterreymexico', 'amomonterrey', 'travel', 'follow', 'Travelersnotebook', 'TravelPics', 'mty', 'nuevoleonmagico', 'travelgram']","['monterrey', 'monterreynl', 'nuevoleon', 'mexico', 'explorer', 'visitmonterrey', 'followme', 'ciudaddelasmontar', 'wanderlust', 'viajar', 'traveling', 'monterreymexico', 'amomonterrey', 'travel', 'travelersnotebook', 'travel', 'pics', 'mty', 'nuevoleonmagico', 'travelgram']",['gabyguajardo'],[]
