"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"the ruins of the maya maya maya maya maya maya maya maya maya maya maya maya maya maya maya maya maya, maya temples, ancient ruins in the forest, ancient ruins behind, beautiful ancient ruins behind, jungle background with ruins, ruined temple covered with moss, huge old ruins, ancient city ruins, epic vista of old ruins, mayan temple in the jungle, abandoned ruins landscape","THE UXMAL ADVENTURE ??
.
.
.
#travel #photography #photooftheday #artist #cool #friends #yucatan #igers #art #travelphotography #","Las ruinas de la maya maya maya maya maya maya maya maya maya maya maya maya maya maya maya maya, templos mayas, ruinas antiguas en el bosque, ruinas antiguas, hermosas ruinas antiguas detrás, fondo de la jungla con ruinas, templos ruidosos cubiertos de musgo, grandes ruinas antiguas, ruinas de la ciudad, vistas épicas de viejos ruinas, mayores mayores, ruinas, cubiertas de color ruina, ruinas enormes, ruinas antiguas, vistas épicas de viejas ruinas, mayores mayores, ruinas, cubiertas de ruidos, abundantes ruinas de ruinas, antiguas ruinas, vistas épicas de antiguas ruinas, mayores mayores de la jungle de la jungle, abastecidos, la jungle de la selva, las ruinas de las ruinas antiguas, las ruinas de las antiguas ruinas de los viejos ruinas de la selva. paisaje","La aventura uxmal ??
.
.
.
#travel #photography #phottheday #artist #cool #friends #yucatan #igers #art #travelphotography #","ruidosos cubiertos musgo grandes vistas epicas viejos mayores cubiertas color ruina enormes vistas epicas viejas mayores cubiertas ruidos abundantes vistas epicas mayores jungle jungle abastecidos jungle selva viejos selva paisaje","aventura travel photography p hot the day artist cool friends iger s art travel photography"
"a large elephant standing in the middle of a forest, lush forest foliage, elf forest background, green trees, trees in the grassy hills, green flora forest, deforested forest background, dense with greenery, forested background, background lush vegetation, dense forest, dense vegetation, lush vegetation in the center, lush green forest, the treetops of giant oaks","México sorprendente, échenle un vistazo a la maravillosa #zonaarqueologicauxmal un lugar lleno de misticismo e historia. Lo encuentras a una hora de #meridayucatan. Si vas a este increíble lugar te recomiendo zapato cómodo, bloqueador,sombrero o gorra y mucha actitud para caminar por este bello lugar. 
?? @paco_jsj 
?? @visit_uxmal","Un gran elefante que se encuentra en medio de un bosque, exuberante follaje del bosque, fondo de bosque elfo, árboles verdes, árboles en las colinas cubiertas de hierba, bosque de flora verde, fondo de bosque deforestado, denso con vegetación, fondo boscoso, vegetación exuberante, bosque denso, vegetación densa, vegetación exuberante en el centro, bosques verdes, las bosques de gigantes de los gigantes de los gigantes de los gigantes.","México Sorprendente, Échenle un Vistazo a la Maravillosa #zonaarqueológicauxmal un Lugar lleno de Misticismo e Historia. LO Encuentras A UNA Hora de #meridayucatan. Si vas a un este increÍble Lugar te Recomiendo Zapato CÓMODO, Bloqueador, Sombrero o Gorra y Mucha actitud para caminar por este bello lugar. 
? @PACO_JSJ 
? @visit_uxmal","elefante se encuentra medio exuberante follaje elfo arboles verdes arboles colinas cubiertas hierba flora verde deforestado denso vegetacion boscoso vegetacion exuberante denso vegetacion densa vegetacion exuberante centro bosques verdes bosques","mexico sorprendente echenle vistazo maravillosa ar o logic a lugar lleno misticismo e historia lo encuentras hora merida si vas increible lugar te recomiendo zapato comodo bloqueador sombrero gorra mucha actitud caminar bello lugar"
"a building with a lot of grass on top, matte painting finish, aqueducts, high quality matte painting, matte painting unreal engine, panoramic photography, 3d rendered matte painting, abandoned ruins landscape, attack on titan scenery, photorealistic matte painting, cgsociety 9, flat matte painting, auschwitz camp, highly detailed matte painting, organic matte painting, matte painting","Visita Muna y descubre los detalles que estas letras turísticas tienen para tí.  Ubicado a 16 km de Uxmal, sobre la carretera Mérida - Uxmal

¡Letras pintadas a mano ? - por artistas locales!","a building with a lot of grass on top, matte painting finish, aqueducts, high quality matte painting, matte painting unreal engine, panoramic photography, 3d rendered matte painting, abandoned ruins landscape, attack on titan scenery, photorealistic matte painting, cgsociety 9, flat matte painting, auschwitz camp, highly detailed matte painting, organic matte pintura, pintura mate","Visita muna y Descubre Los Detless Que Estas Letras Turíssticas Tienen Para Tí.  Ubicado A 16 km de uxmal, Sobre La Carretera Mérida - Uxmal

¡Letras Pintadas un Mano? - ¡Locales de por artistas!","building lot grass top matte painting finish aqueducts high quality matte painting unreal engine panoramic photography 3d rendered matte painting abandoned ruins landscape attack titan scenery photorealistic matte painting cgsociety flat matte painting auschwitz camp highly detailed matte painting organic matte pintura mate","descubre detless estas letras turissticas tienen ti ubicado 16 km sobre carretera merida letras pintadas mano locales artistas"
"a large pile of rubble next to a building, ancient megastructure pyramid, tenochtitlan, las pozas, staggered terraces, ancient pyramid, 1 9 7 5 photo, 1 9 7 0 s photo, 1970s photo, brutalist aztec architecture, maya temples, pyramid, terraces, lost world pyramid, c1970","Inhala & exhala ???????y comienza tu semana!!! Hoy una postal de la increíble zona arqueológica de #uxmal","Una gran pila de escombros al lado de un edificio, pirámide de megaestructura antigua, tenochtitlan, Las Plas, terrazas escalonadas, pirámide antigua, 1 9 7 5 Foto, 1 9 7 0 S Foto, Foto de 1970, Arquitectura Azteca brutalista, templos mayas, pirámide, terrazas, Piramida mundial perdida, c1970","Inhala y exhala ??????? y comienza tu semana !!! Hoy una postal de la increíble zona arqueológica de #uxmal","pila escombros al lado plas terrazas escalonadas 1970 brutalista terrazas piramida mundial perdida c1970","inhala exhala comienza tu semana hoy postal increible"
"a black and white photo of a hill, ancient pyramid, pyramid, maya temples, tikal temple iv, pyramid surrounded with greenery, ancient megastructure pyramid, mayan temple in the jungle, pyramid ruins at sundown, ziggurat, tenochtitlan, pyramid portal, lost world pyramid, museum catalog photograph, mayan, giant tomb structures, temple of the sun","Algunas notas de prensa de la visita de Jacqueline Kennedy a Uxmal en marzo de 1968.","Una foto en blanco y negro de una colina, pirámide antigua, pirámide, templos mayas, templo tikal IV, pirámide rodeada de vegetación, antigua pirámide de la megaestructura, templo maya de la jungla, ruinas de pirámide al sol, zigurat, tenochtitlan, portal de pirámid","Algunas Nemas de Prensa de la Visita de Jacqueline Kennedy A Uxmal en Marzo de 1968.","colina tikal iv rodeada vegetacion al sol zigurat portal piramid","algunas nemas prensa jacqueline kennedy marzo 1968"
"a black and white photo of a building with people, brutalist aztec architecture, tenochtitlan, 1920s archeologically photo, aztec architecture, crumbling masonry, el anatsui, foto realista, building crumbling, las pozas, remedios varo uranga, monumental giant palace, mayan style, submerged pre - incan temple","Uxmal. Zona Puuc. Yucatán, México.

La Pirámide del Adivino, también llamada del hechicero, del enano o del gran Chilán. Construcción maya de 35 metros de altura, con una base de 53,5 metros en el lado mayor.

La leyenda

Según relató el investigador estadounidense John Lloyd Stephens en sus Incidentes de viaje a principios del año 1840, cuenta la leyenda que este edificio fue construido en una sola noche por un enano, nacido de un huevo encontrado por una bruja cerca de Uxmal. El niño nació con la capacidad de adivinar el futuro, por lo que fue llamado el adivino.

Un día, el enano descubrió un tunkul (instrumento de percusión de madera) y se puso a tocarlo. De acuerdo con las profecías, era sabido que cuando alguien tocase ese instrumento y su sonido repercutiera en toda la región, obtendría el trono de la ciudad, de modo que cuando fue escuchado por el rey de Uxmal, éste identificó el sonido como el anuncio del fin de su reinado.

Dispuesto a enfrentarse a su destino, el rey llamó al enano para someterlo a varias pruebas difíciles que el joven aprobó con éxito. Finalmente, sobrevivió a la más difícil: romper sobre su cabeza, con un mazo de piedra, una cesta de cocoyoles (una especie de frutos muy duros). El soberano se sometió en castigo a la misma prueba, y murió en el acto después del primer golpe. Así comenzó en Uxmal el reinado del enano adivino.","Una foto en blanco y negro de un edificio con gente, arquitectura azteca brutalista, tenochtitlan, 1920, foto arqueológica, arquitectura azteca, mampostería desmoronada, el anatsui, foto realista, construcción de la construcción de las pozas, remedios varo uranga, palacio gigante monumental, estilo maya, estilo maya, sumergido pre -cran -cran -cran -cran","Uxmal. Zona Puuc. Yucatán, México.

La Pirámide del Adivino, También Llamada del Hechicero, Del Enano o del Gran Chilán. Construcción Maya de 35 Metro de Alto, con una base de 53,5 metros en el lado Mayor.

La Leyenda

Según Relató El Investigador Estadounidense John Lloyd Stephens en sus incidentes de Viaje A Principios del Año 1840, Cuenta la Leyenda Que este Edificio Fue Construido en Una SOLA NOCHE POR UNE ENOO, Nácido de Un huevo Encontrado Pora Bruja Cerca de UxMal. El Niño Nació con la Capacidad de Adivinar El Futuro, por lo que fue Llamado El Adivino.

Un Día, El Enano Descubrió Un Tunkul (Instrumento de Percusión de Madera) y Se Puso a Tocarlo. De Acuerdo Con Las Profecias, Era Sabido Que Cuando Alguien ToCase ESe Instrumento y Su Sonido repercutiera en Toda la Región, OBDENDRIA EL TRONO DE LA CIADAD, DE MODO QUE CUANDO FUE FUE porL REY DE UXMAL, IDENTIFICADO DE LA SUNUNDO LA ANUNNEDO L Reinado.

DispuTo A Enfrentarse A Su Destino, El Rey Llamó Al Enano para Someterlo A Varias Pruebas difí que el Joven Aprobó Con Éxito. Finalme, Sobrevivió a la Más DiFícil: Romper Sobre Su Cabeza, Con Un Mazo de Piedra, Una Cesta de Cocoyoles (una especie de frutos muy dura). El SOBERANO SE ALGUNA EN CASTIGO A LA MISMA PRUEBA, Y MURIÓ EN EL ACTO DESPUÉS DEL CRIMER GOLPE. Así comenzó en uxmal el reinado del enano adivino.","gente brutalista arqueologica mamposteria desmoronada anatsui realista construccion construccion pozas remedios varo uranga sumergido pre cran","puuc mexico piramide adivino tambien llamada hechicero enano gran chilan construccion 35 metro alto base 53 5 metros lado mayor leyenda segun relato investigador estadounidense john lloyd stephens sus incidentes viaje principios 1840 cuenta leyenda edificio construido sola noche une enoo nacido huevo encontrado pora bruja cerca nino nacio capacidad adivinar futuro lo llamado adivino dia enano descubrio tunkul instrumento percusion madera puso tocarlo acuerdo profecias era sabido alguien tocase ese instrumento sonido repercutiera toda region obdendria trono ciadad modo porl rey identificado sunundo anunnedo l reinado disputo enfrentarse destino rey llamo enano someterlo varias pruebas difi joven aprobo exito finalme sobrevivio dificil romper sobre cabeza mazo piedra cesta cocoyoles especie frutos muy dura soberano alguna castigo misma prueba murio acto despues crimer golpe asi comenzo reinado enano adivino"
"a red car driving down a street in the middle of a city, motion blur bokeh, panning shot, extreme motion blur, heavy motion blur, soft motion blur, speed blur, massive motion blur, motion blur, 1958 ferrari 250 gt, autofocus, heavy jpeg artifact blurry, anamorphic bokeh and lens flares","Corredor Artesanal Muna 2022 

¡Del 5 al 15 de agosto! 

Visítanos","Un automóvil rojo que conduce por una calle en medio de una ciudad, Motion Bokeh, Bokeh, Tray -Shot, Blowe Motion Motion, desenfoque de movimiento pesado, desenfoque de movimiento suave, desenfoque de velocidad, desenfoque de movimiento masivo, desenfoque de movimiento, 1958 FERRARI 250 GT, autofoco, pantalón de artefacto de JPEG pesado, bokeh anamórfico y carpas de lensas y carpas de lentes para lentes.","Corredor Artesanal Muna 2022 

¡Del 5 al 15 de agosto! 

Visítanos","automovil rojo conduce calle medio motion bokeh tray shot blowe motion desenfoque movimiento pesado desenfoque movimiento suave desenfoque velocidad desenfoque movimiento masivo desenfoque movimiento 1958 ferrari 250 gt autofoco pantalon artefacto jpeg pesado bokeh anamorfico carpas lensas carpas lentes para lentes","corredor artesanal 2022 5 15 agosto visitanos"
"two men are working on a brick oven, by Wolf Vostell, irori fireplace, white powder bricks, crumbling masonry, 1987 photograph, traditional fireplace, 1 9 8 5 photograph, 1980s photograph, coating a stubborn core.', by Robert Rauschenberg, 1990 photograph, 1990s photograph","Año 1930. Uxmal, Yucatán. El staff de la Universidad de Tulane en la fachada oriente del Cuadrángulo de las Monjas, junto a todo el equipo que utilizaron para montar un campamento y para los trabajos de investigación realizados. Éstos trabajos estuvieron a cargo de Frans Blom y fueron supervisados por el arqueólogo yucateco el Arq. José Erosa Peniche.

Fotografía editada y restaurada para una mejor presentación por @yucatanpasadoglorioso","Dos hombres están trabajando en un horno de ladrillo, de Wolf Vostell, chimenea de Irori, ladrillos de polvo blanco, mampostería desmoronada, fotografía de 1987, chimenea tradicional, fotografía 1 9 8 5, fotografía de los años ochenta, recubrimiento de un núcleo obstinado.","Año 1930. Uxmal, Yucatán. El Staff de la Universidad de Tulane en la Fachada Oriente del Cuadrángulo de Las Monjas, Junto a TODO el Equipo que utilizaron para Montar un Campamento y Para Los Trabajos de Investigación Realizados. Éstos Trabajos Estuvieron A Cargo de Frans Blom y Fueron Supervisados ​​por el arqueólogo yucateco el arq. José Erosa Peniche.

Fotografía editada y restaurada para una mejor presente por @yucatanpasadoglorioso","dos hombres estan trabajando horno ladrillo wolf vostell chimenea irori ladrillos polvo mamposteria desmoronada 1987 chimenea tradicional anos ochenta recubrimiento nucleo obstinado","1930 staff universidad tulane fachada oriente cuadrangulo monjas junto todo equipo utilizaron montar campamento trabajos investigacion realizados estos trabajos estuvieron cargo frans blom fueron supervisados arqueologo yucateco arq jose erosa peniche editada restaurada mejor presente"
"a newspaper with a picture of a woman in a white dress, jacqueline e, 1 9 9 3 photo from life magazine, tlaquepaque, life magazine, style of mary jackson, ancient ruins behind her, ancient photograph, scans from museum collection, a monumental, featured in life magazine, taken on a 1960s kodak camera","Año 1930. Uxmal, Yucatán. Personal de la Universidad de Tulane empujando una carreta para poder ingresar su equipo al Cuadrángulo de las Monjas, lugar donde montaron un campamento para estudiar la zona arqueológica.

Fotografía editada y restaurada para una mejor presentación por @yucatanpasadoglorioso","Un periódico con una foto de una mujer con un vestido blanco, Jacqueline E, 1 9 9 3 Foto de la revista Life, TlaquePqueque, Magazine de vida, estilo de Mary Jackson, ruinas antiguas detrás de ella, fotografía antigua, escaneos de la colección de museos, una revista monumental, presentada en la revista Life, tomada en una cámara Kodak de los años 60","Año 1930. Uxmal, Yucatán. Personal de la Universidad de Tulane Empujando una CARRETA Para PODER INGRESAR Su Equipo al Cuadrángulo de Las Monjas, Lugar Donde Montaron un Campamento para Estudiar la Zona Arqueológica.

Fotografía editada y restaurada para una mejor presente por @yucatanpasadoglorioso","periodico mujer vestido jacqueline e revista life tlaquepqueque magazine vida mary jackson ella escaneos coleccion museos revista presentada revista life camara kodak anos 60","1930 personal universidad tulane empujando carreta poder ingresar equipo cuadrangulo monjas lugar donde montaron campamento estudiar editada restaurada mejor presente"
"a thatched roof, breakfast at las pozas, tribe huts in the jungle, health spa and meditation center, doors to various living quarters, thatched roof, doorways, akitipe studios, studio ghibi, ecovillage, weta studios, cuban setting, voodo decor, the ayahuasca spirit, archways between stalagtites","Año 1930. Miembros del equipo de la Universidad de Tulane de Luisiana, posan en la zona arqueológica de Uxmal, donde montaron un campamento para realizar trabajos de investigación. Éste produjo dibujos, fotografías y moldes para la Exposición Century of Progreso de 1933 de Chicago. Se puede distinguir la bandera de su Universidad colocada en una de las estructuras. Los acompañan el guía Pablo Pantoja, segundo de izquierda a derecha.

Fotografía editada y restaurada para una mejor presentación por @yucatanpasadoglorioso","Un techo con techo de paja, desayuno en Las Poxas, Tribe Huts in the Jungle, Health Spa y Meditation Center, puertas a varias viviendas, techo de paja, puertas, estudios de Akitipe, Estudio Gibi, Ecovillage, Estudios de Weta, escenario cubano, decoración de Voodo, el espíritu de Ayahuasca, Archways entre Stalagtites","Año 1930. Miembros delogio de la Universidad de Tulane de Luisiana, Posan en la Zona arqueológica de Uxmal, Donde Montaron un Campamento para Realizar Trabajos de Investigación. Éste Produjo Dibujos, Fotografías y moldes para la exposición del siglo de Progreso de 1933 de Chicago. Se Puede Distinguir la Bandera de Su Universidad Colocada en una de las Estructuras. Los Acompañan El Guía Pablo Pantoja, Segundo de Izquierda a Derecha.

Fotografía editada y restaurada para una mejor presente por @yucatanpasadoglorioso","techo techo paja desayuno poxas tribe huts jungle health spa meditation center puertas varias viviendas techo paja puertas estudios akitipe estudio gibi ecovillage estudios weta escenario cubano decoracion voodo espiritu ayahuasca archways entre stalagtites","1930 miembros delogio universidad tulane luisiana posan donde montaron campamento realizar trabajos investigacion produjo dibujos fotografias moldes exposicion siglo progreso 1933 chicago puede distinguir bandera universidad colocada estructuras acompanan guia pablo pantoja segundo izquierda derecha editada restaurada mejor presente"
"an aerial view of the house in the middle of the forest, pyramid surrounded with greenery, lost world pyramid, mayan temple in the jungle, ancient alien jungle, a massive cathedral in a forrest, ancient megastructure pyramid, ancient pyramid, giant tomb structures, ancient jungle, maya temples, mayan, the temple of truth is white, aerial view of an ancient land","Año 1893. Uno de los dos espléndidos pasajes abovedados (arcos triangulares) del Palacio del Gobernador en Uxmal, éstos unían las tres estructuras principales, en fechas posteriores a su construcción fueron bloqueados y construidas pequeñas habitaciones con pórticos de columnas en cada lado. Con el paso del tiempo sus paredes exteriores fueron colapsando quedando sus frentes descubiertos. Cuando fue visitado y dibujado por Frederick Catherwood en 1841, este pasaje en particular se encontraba casi cerrado.

Fotografía antigua tomada por el explorador Teobert Maler en 1893.

Trabajo de edición realizado por @yucatanpasadoglorioso","Una vista aérea de la casa en el medio del bosque, la pirámide rodeada de vegetación, la pirámide del mundo perdido, el templo maya en la jungla, la antigua jungla alienígena, una catedral masiva en un grito de la pirámide de la megaestructura antigua, la antigua pirámide, las estructuras gigantes de la tumba, la antigua jungla, los templos mayas, maya, el templo de la verdad es la visión de la verdad blanca, la visión de una antigua antigua, la visión de una antigua junta antigua de una antigua jungla antigua, el templo de la visión blanca de una visión blanca de una antigua visión blanca de una antigua visión blanca de una antigua visión blanca de una antigua jungla antigua, la visión de la antigua jungla blanca, el templo de la verdad, es la visión de una visión blanca de una antigua.","Año 1893. Uno de los dos Espléndidos Pasajes Abovedados (Arcos Triangulares) del Palacio del Gobernador en uxmal, Éstos unían las tres estructorares principales, en fechas pósteros a su construcción de construcciones de columna en Cada Lado. Con El Paso del Tiempo sus paredes Exteriores Fueron Colapsando Quedando Sus Frentes Descubiertos. CUANDO FUE VISITADO Y DIBUJADO POR FREDERICK CATHERWOOD EN 1841, ESTE PASAJE EN INCHIALMENTE SE ENCONTRABA CASI CERRADO.

Fotografía Antigua Tomada por El Explorador Teobert Maler en 1893.

Trabajo de ediciónis realizado por @yucatanpasadoglorioso","vista aerea casa medio rodeada vegetacion mundo perdido alienigena catedral masiva grito tumba verdad es vision verdad blanca vision vision junta vision blanca verdad es vision vision blanca","1893 uno dos esplendidos pasajes abovedados arcos triangulares palacio gobernador estos unian tres estructorares principales fechas posteros construccion construcciones columna cada lado paso tiempo sus paredes exteriores fueron colapsando quedando sus frentes descubiertos visitado dibujado frederick catherwood 1841 pasaje inchialmente encontraba casi cerrado antigua tomada explorador teobert maler 1893 trabajo edicionis realizado"
"a large building with many windows and a lot of rubble, tenochtitlan, brutalist aztec architecture, mayan style, aztec architecture, maya temples, 1920s archeologically photo, mayan, in the art style of quetzecoatl, aztec, destroyed human structures, submerged pre - incan temple, giant aztec space city","Rally maya 2022 - BIENVENIDOS  a la Z. A de Uxmal, una poesía hecha piedra. 

@rallymayamexico
@yucatanturismo
@planetariomaya 
@mayalandresorts 
@mayalandadventures","Un edificio grande con muchas ventanas y muchas escombros, tenochtitlan, arquitectura azteca brutalista, estilo maya, arquitectura azteca, templos mayas, foto arqueológicamente de 1920, maya, en el estilo artístico de la ciudad de quetzecoatl, aztec, estructuras humanas destruidas, sumergido pre - temple, gigante aztec ciudad","Rally Maya 2022 - Bienvenidos a la Z. A de uxmal, una poesía hecha piedra. 

@RallyMayamexico
@yucatanturismo
@planetariomaya 
@mayalandresorts 
@mayalandadventures","grande muchas ventanas muchas escombros brutalista arqueologicamente artistico quetzecoatl aztec humanas destruidas sumergido pre temple aztec","rally 2022 bienvenidos z poesia hecha piedra"
"a man standing in the dark near a building, walking in a castle, in a castle, shadowy castle background, projection mapping, 3 6 0 projection, standing near a castle, in a dark warehouse, reflection lumen mapping, silhuette, bats flying away from castle, castle background, inside a castle, projection design installation, wall darkness","Uxmal by @diafragmas","Un hombre que está parado en la oscuridad cerca de un edificio, caminando en un castillo, en un castillo, fondo sombrío del castillo, mapeo de proyección, 3 6 0 de proyección, parado cerca de un castillo, en un almacén oscuro, mapeo de lumen de reflexión, silueta, murciélagos volando del castillo, el fondo del castillo, dentro de un castillo, instalación de diseño de proyección, oscuridad de pared de pared, oscuridad de pared.","Uxmal por @diafragmas","esta parado oscuridad cerca caminando castillo castillo sombrio castillo mapeo proyeccion proyeccion parado cerca castillo almacen oscuro mapeo lumen reflexion silueta murcielagos volando castillo castillo dentro castillo instalacion diseno proyeccion oscuridad oscuridad",""
"an old photo of a pyramid in the middle of the desert, museum catalog photograph, 1 9 4 8 photo, ancient pyramid, 1 9 4 0 picture, 1 9 3 8 photo, ancient megastructure pyramid, photo 1960, pyramid, 1 9 7 5 photo, 1 9 3 5, 1935, 1 9 3 4","Uxmal, Cuadrangulo de las Monjas, aproximadamente 1940.","Una foto vieja de una pirámide en el medio del desierto, fotografía del catálogo del museo, 1 9 4 8 Foto, Pirámide antigua, 1 9 4 0 Imagen, 1 9 3 8 Foto, Pirámide de megestructura Antigua, Foto 1960, Pirámide, 1 9 7 5 Foto, 1 9 3 5, 1935, 1 9 3 4 4","Uxmal, Cuadrangulo de Las Monjas, Apoximadamete 1940.","vieja medio desierto catalogo museo 4 4 imagen megestructura 1960 1935 4","cuadrangulo monjas apoximadamete 1940"
"a black and white photo of a man standing in front of a stone wall, torri gate, 1920s archeologically photo, huge gate, large gate, portcullis, circular gate in a white wall, tenochtitlan, giant archways, photo taken in 1 9 3 0, brutalist aztec architecture","1896. Del libro ""Cave hunting in Yucatan"", de Heny C. Mercer, obtuvimos esta singular imagen. Se trata de una vista del Cuadrángulo de las Monjas, en Uxmal, desde la Pirámide del Adivino. Observamos un edificio que aún no era rescatado, en ruinas, muy distinto a como se puede ver en la actualidad. 

Agrego una imagen actual, del mismo conjunto, en la misma posición, tomado del banco de datos del INAH.","Una foto en blanco y negro de un hombre parado frente a una pared de piedra, puerta de Torri, foto arqueológicamente de la década de 1920, enorme puerta, puerta grande, portcullis, puerta circular en una pared blanca, tenochtitlan, arcos gigantes, foto tomada en 1 9 3 0, arquitectura brutalista azteca","1896. Del Libro ""Cava de cuevas en Yucatán"", de Heny C. Mercer, Obuvimos esta Singular Imagen. SE TRATA DE UNA VISTA DEL CUADRÁNGULO DE LAS MONJAS, EN UXMAL, DESDE LA PIRÁMIDE DEL ADIVINO. Observamos un edificio que aún no es rescatado, en ruinas, muy distinto un como se pude ver en la actualidad. 

Acuerdo una imagen real, del mismo enjunto, en la Misma Posición, Tomado del Banco de Dato del Inah.","parado frente puerta torri arqueologicamente enorme puerta grande portcullis puerta circular blanca arcos brutalista","1896 libro cava cuevas heny c mercer obuvimos singular imagen trata vista cuadrangulo monjas piramide adivino observamos edificio aun rescatado ruinas muy distinto pude actualidad acuerdo imagen real mismo enjunto misma posicion tomado banco dato inah"
"a black and white photo of a mountain, tenochtitlan, destroyed castle, battlements with soldiers, ancient pyramid, 1987 photograph, ruined castle, 1 9 8 5 photograph, 1990 photograph, 1920s archeologically photo, 1980 photo, picture taken in 1 9 3 0, 1 9 7 5 photo","Circa 1920. Elegantes visitantes posan junto  al hermoso Arco que servía de acceso principal al Cuadrángulo de las Monjas en Uxmal, Yucatán.
** Fotografía actual del lugar en los comentarios.

Trabajo de edición realizado por @yucatanpasadoglorioso","Una foto en blanco y negro de una montaña, Tenochtitlan, Castillo destruido, almenas con soldados, Pirámide antigua, Fotografía de 1987, Castillo en ruinas, 1 9 8 5 Fotografía, Fotografía de 1990, Foto arqueológicamente de 1920, Foto de 1980, imagen tomada en 1 9 3 0, 1 9 7 5 5 5","Alrededor de 1920. Elegantes Visitantes Posan Junto al Hermoso Arco Que Servía de Acceso Director Al Cuadrángulo de Las Monjas en Uxmal, Yucatán.
** Fotografía real del Lugar en los Comentarios.

Trabajo de ediciónis realizado por @yucatanpasadoglorioso","montana castillo destruido almenas soldados 1987 castillo 1990 arqueologicamente 1980 imagen","alrededor 1920 elegantes visitantes posan junto hermoso arco servia acceso director cuadrangulo monjas real lugar comentarios trabajo edicionis realizado"
"a newspaper article with a photo of two men, tabloid photo, newspaper clippings, newspaper article, newspaper clipping, circa 1970, news coverage, circa 1 9 6 9, circa 1969, 1971, circa 1 9 7 9, 1973, 1 9 7 3, clippings of a fashion magazine","La Osa mayor desde Uxmal - hemisferio norte ????","Un artículo de periódico con una foto de dos hombres, foto sensacionalista, recortes de periódicos, artículo de periódico, recorte de periódicos, alrededor de 1970, cobertura de noticias, alrededor de 1 9 6 9, circa 1969, 1971, alrededor de 1 9 7 9, 1973, 1 9 7 3, recortes de una revista de moda","LA OSA Mayor Desde Uxmal - Hemisferio Norte ????","articulo periodico dos hombres sensacionalista recortes periodicos articulo periodico recorte periodicos alrededor 1970 cobertura noticias alrededor circa 1969 1971 alrededor 1973 recortes revista moda","osa mayor hemisferio norte"
"a view of the ruins of the mayan ruins, ancient ruins in the forest, ancient ruins and waterfalls, las pozas, maya temples, mayan temple in the jungle, ancient city ruins, ancient ruins behind, beautiful ancient ruins behind, jungle background with ruins, old ruins, ruins landscape, in ancient city ruins, abandoned ruins landscape, ruins around, ruins on the background","Año 1891-1893. Así lucía el Palacio del Gobernador en Uxmal, Yucatán, hace más de 120 años, cuando fue visitado y fotografiado por el explorador italo-austro-alemanTeobert Maler, pionero en la conservación del patrimonio arqueológico al denunciar a los exploradores que saqueaban las zonas arqueológicas.
** En los comentarios, fotografía original y fotografía actual. 

Fotografía original en blanco y negro editada, restaurada y coloreada digitalmente para una mejor presentación por @yucatanpasadoglorioso","Una vista de las ruinas de las ruinas mayas, ruinas antiguas en el bosque, ruinas antiguas y cascadas, Las Plas, templos mayas, templo mayas en la jungla, ruinas antiguas de la ciudad, ruinas antiguas, ruinas antiguas, ruinas, ruinas de la selva, ruinas, ruinas, ruinas, paisajes de la ciudad, ruinas de la ciudad, ruinas abandonadas.","Año 1891-1893. Así Lucía El Palacio del Gobernador en Uxmal, Yucatán, Hace Más de 120 Años, Cuando Fue Visitado y Fotogramado por el Explorador Italo-Austro-AlemanteBert Maler, Pionero en Conservación del Patrimonio Arqueolóngico Al Zonas arqueológicas.
** EN LOS COMENTARIOS, FOTOGRAFÍA ORIGINAL Y FOTOGRAFÍA REAL. 

Fotografía original en blanco y negro editada, restaurada y coloreada digital mente para una mejor presente por @Yucatanpasadoglorioso","vista cascadas plas selva paisajes abandonadas","1891 1893 asi lucia palacio gobernador hace 120 anos visitado fotogramado explorador italo austro alemantebert maler pionero conservacion patrimonio arqueolongico zonas arqueologicas comentarios original real original blanco negro editada restaurada coloreada digital mente mejor presente"
